Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,negative regulation of blood vessel morphogenesis (GO:2000181),2/78,0.0390160048640105,0.1725307949176024,0,0,6.695006747638327,21.717151321776267,CLDN5;THBS2
GO_Biological_Process_2021,adherens junction assembly (GO:0034333),1/10,0.03929609749471,0.1725307949176024,0,0,28.0042194092827,90.63929849888726,RAMP2
GO_Biological_Process_2021,alanine transport (GO:0032328),1/10,0.03929609749471,0.1725307949176024,0,0,28.0042194092827,90.63929849888726,SLC6A14
GO_Biological_Process_2021,fatty acid beta-oxidation using acyl-CoA dehydrogenase (GO:0033539),1/10,0.03929609749471,0.1725307949176024,0,0,28.0042194092827,90.63929849888726,ACADL
GO_Biological_Process_2021,negative regulation of delayed rectifier potassium channel activity (GO:1902260),1/10,0.03929609749471,0.1725307949176024,0,0,28.0042194092827,90.63929849888726,KCNE1
GO_Biological_Process_2021,regulation of T-helper 17 type immune response (GO:2000316),1/10,0.03929609749471,0.1725307949176024,0,0,28.0042194092827,90.63929849888726,CLEC7A
GO_Biological_Process_2021,indolalkylamine catabolic process (GO:0046218),1/10,0.03929609749471,0.1725307949176024,0,0,28.0042194092827,90.63929849888726,KMO
GO_Biological_Process_2021,cellular response to purine-containing compound (GO:0071415),1/10,0.03929609749471,0.1725307949176024,0,0,28.0042194092827,90.63929849888726,SLC8A1
GO_Biological_Process_2021,negative regulation of transforming growth factor beta production (GO:0071635),1/10,0.03929609749471,0.1725307949176024,0,0,28.0042194092827,90.63929849888726,GATA6
GO_Biological_Process_2021,positive regulation of receptor recycling (GO:0001921),1/10,0.03929609749471,0.1725307949176024,0,0,28.0042194092827,90.63929849888726,RAMP3
GO_Biological_Process_2021,"complement activation, lectin pathway (GO:0001867)",1/10,0.03929609749471,0.1725307949176024,0,0,28.0042194092827,90.63929849888726,FCN3
GO_Biological_Process_2021,positive regulation of vasculogenesis (GO:2001214),1/10,0.03929609749471,0.1725307949176024,0,0,28.0042194092827,90.63929849888726,TMEM100
GO_Biological_Process_2021,positive regulation of cellular amide metabolic process (GO:0034250),2/81,0.0417751433217702,0.177836067478145,0,0,6.439792275235313,20.44926268226691,CD28;GSAP
GO_Biological_Process_2021,regulation of interleukin-8 production (GO:0032677),2/81,0.0417751433217702,0.177836067478145,0,0,6.439792275235313,20.44926268226691,CD2;CLEC7A
GO_Biological_Process_2021,cell-cell junction organization (GO:0045216),2/82,0.0427107956871886,0.177836067478145,0,0,6.358974358974359,20.051776511477343,CDH5;CLDN5
GO_Biological_Process_2021,cardiac muscle cell membrane repolarization (GO:0099622),1/11,0.0431408249946982,0.177836067478145,0,0,25.20253164556962,79.21875265135186,KCNE1
GO_Biological_Process_2021,negative regulation of natural killer cell mediated immunity (GO:0002716),1/11,0.0431408249946982,0.177836067478145,0,0,25.20253164556962,79.21875265135186,KLRC1
GO_Biological_Process_2021,negative regulation of voltage-gated potassium channel activity (GO:1903817),1/11,0.0431408249946982,0.177836067478145,0,0,25.20253164556962,79.21875265135186,KCNE1
GO_Biological_Process_2021,tryptophan catabolic process (GO:0006569),1/11,0.0431408249946982,0.177836067478145,0,0,25.20253164556962,79.21875265135186,KMO
GO_Biological_Process_2021,regulation of monocyte chemotactic protein-1 production (GO:0071637),1/11,0.0431408249946982,0.177836067478145,0,0,25.20253164556962,79.21875265135186,CLEC7A
GO_Biological_Process_2021,tryptophan metabolic process (GO:0006568),1/11,0.0431408249946982,0.177836067478145,0,0,25.20253164556962,79.21875265135186,KMO
GO_Biological_Process_2021,positive regulation of transforming growth factor beta production (GO:0071636),1/11,0.0431408249946982,0.177836067478145,0,0,25.20253164556962,79.21875265135186,GATA6
GO_Biological_Process_2021,vasoconstriction (GO:0042310),1/11,0.0431408249946982,0.177836067478145,0,0,25.20253164556962,79.21875265135186,SLC8A1
GO_Biological_Process_2021,regulation of interferon-gamma production (GO:0032649),2/86,0.0465310679425488,0.178420200317886,0,0,6.054945054945055,18.574361747156463,CD2;CLEC7A
GO_Biological_Process_2021,regulation of sensory perception (GO:0051931),1/12,0.0469703580455903,0.178420200317886,0,0,22.9102416570771,70.06498436559322,TMEM100
GO_Biological_Process_2021,negative regulation of fatty acid biosynthetic process (GO:0045717),1/12,0.0469703580455903,0.178420200317886,0,0,22.9102416570771,70.06498436559322,ACADL
GO_Biological_Process_2021,negative regulation of microtubule polymerization (GO:0031115),1/12,0.0469703580455903,0.178420200317886,0,0,22.9102416570771,70.06498436559322,CDH5
GO_Biological_Process_2021,cardiocyte differentiation (GO:0035051),1/12,0.0469703580455903,0.178420200317886,0,0,22.9102416570771,70.06498436559322,GATA6
GO_Biological_Process_2021,carnitine metabolic process (GO:0009437),1/12,0.0469703580455903,0.178420200317886,0,0,22.9102416570771,70.06498436559322,ACADL
GO_Biological_Process_2021,keratan sulfate catabolic process (GO:0042340),1/12,0.0469703580455903,0.178420200317886,0,0,22.9102416570771,70.06498436559322,LUM
GO_Biological_Process_2021,smooth muscle cell differentiation (GO:0051145),1/12,0.0469703580455903,0.178420200317886,0,0,22.9102416570771,70.06498436559322,GATA6
GO_Biological_Process_2021,positive regulation of T-helper 17 type immune response (GO:2000318),1/12,0.0469703580455903,0.178420200317886,0,0,22.9102416570771,70.06498436559322,CLEC7A
GO_Biological_Process_2021,negative regulation of angiogenesis (GO:0016525),2/87,0.0475051754258776,0.178420200317886,0,0,5.983408748114631,18.230947544180147,CLDN5;THBS2
GO_Biological_Process_2021,sodium ion transmembrane transport (GO:0035725),2/87,0.0475051754258776,0.178420200317886,0,0,5.983408748114631,18.230947544180147,SLC6A14;SLC8A1
GO_Biological_Process_2021,sensory perception of mechanical stimulus (GO:0050954),2/88,0.0484867497956324,0.178420200317886,0,0,5.913536076326774,17.89710829631199,COL1A1;KCNE1
GO_Biological_Process_2021,positive regulation of multicellular organismal process (GO:0051240),4/345,0.0495845713061377,0.178420200317886,0,0,3.021916962494212,9.078066879343352,COL1A1;ITK;ACADL;CD28
GO_Biological_Process_2021,regulation of protein kinase B signaling (GO:0051896),3/207,0.0502650325645101,0.178420200317886,0,0,3.7654698242933535,11.260432748076347,CD86;RAMP3;CD28
GO_Biological_Process_2021,negative regulation of protein kinase activity (GO:0006469),2/90,0.0504720050849284,0.178420200317886,0,0,5.778554778554779,17.25670877025831,PTPRB;SLC8A1
GO_Biological_Process_2021,sodium ion transport (GO:0006814),2/90,0.0504720050849284,0.178420200317886,0,0,5.778554778554779,17.25670877025831,SLC6A14;SLC8A1
GO_Biological_Process_2021,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824),1/13,0.0507847558615241,0.178420200317886,0,0,21.0,62.58334006884147,CLEC7A
GO_Biological_Process_2021,positive regulation of calcium ion import (GO:0090280),1/13,0.0507847558615241,0.178420200317886,0,0,21.0,62.58334006884147,RAMP3
GO_Biological_Process_2021,positive regulation of calcium-mediated signaling (GO:0050850),1/13,0.0507847558615241,0.178420200317886,0,0,21.0,62.58334006884147,CLEC7A
GO_Biological_Process_2021,antifungal innate immune response (GO:0061760),1/13,0.0507847558615241,0.178420200317886,0,0,21.0,62.58334006884147,CLEC7A
GO_Biological_Process_2021,relaxation of cardiac muscle (GO:0055119),1/13,0.0507847558615241,0.178420200317886,0,0,21.0,62.58334006884147,SLC8A1
GO_Biological_Process_2021,regulation of cell communication by electrical coupling (GO:0010649),1/13,0.0507847558615241,0.178420200317886,0,0,21.0,62.58334006884147,SLC8A1
GO_Biological_Process_2021,negative regulation of macromolecule biosynthetic process (GO:0010558),1/13,0.0507847558615241,0.178420200317886,0,0,21.0,62.58334006884147,FCN3
GO_Biological_Process_2021,cardiac cell development (GO:0055006),1/13,0.0507847558615241,0.178420200317886,0,0,21.0,62.58334006884147,SLC8A1
GO_Biological_Process_2021,inner dynein arm assembly (GO:0036159),1/13,0.0507847558615241,0.178420200317886,0,0,21.0,62.58334006884147,CFAP73
GO_Biological_Process_2021,lymphocyte mediated immunity (GO:0002449),1/13,0.0507847558615241,0.178420200317886,0,0,21.0,62.58334006884147,KLRC2
GO_Biological_Process_2021,sensory perception of sound (GO:0007605),2/91,0.0514755401032426,0.178420200317886,0,0,5.713339095361567,16.949469049146877,COL1A1;KCNE1
GO_Biological_Process_2021,supramolecular fiber organization (GO:0097435),4/351,0.0522131660163044,0.178420200317886,0,0,2.9687547398756258,8.765012630649052,COL1A1;COL3A1;COL1A2;LUM
GO_Biological_Process_2021,positive regulation of cellular component biogenesis (GO:0044089),2/92,0.0524862501835121,0.178420200317886,0,0,5.64957264957265,16.65044336507703,CDH5;CLEC7A
GO_Biological_Process_2021,negative regulation of mitotic cell cycle phase transition (GO:1901991),2/92,0.0524862501835121,0.178420200317886,0,0,5.64957264957265,16.65044336507703,GPR132;FAM107A
GO_Biological_Process_2021,negative regulation of MAPK cascade (GO:0043409),2/94,0.0545289086681384,0.178420200317886,0,0,5.526198439241917,16.075845456110244,LMO3;TIMP3
GO_Biological_Process_2021,regulation of kinase activity (GO:0043549),2/94,0.0545289086681384,0.178420200317886,0,0,5.526198439241917,16.075845456110244,LDB2;ROS1
GO_Biological_Process_2021,regulation of sensory perception of pain (GO:0051930),1/14,0.0545840774557414,0.178420200317886,0,0,19.383641674780915,56.36788314936266,TMEM100
GO_Biological_Process_2021,regulation of vasculogenesis (GO:2001212),1/14,0.0545840774557414,0.178420200317886,0,0,19.383641674780915,56.36788314936266,TMEM100
GO_Biological_Process_2021,relaxation of muscle (GO:0090075),1/14,0.0545840774557414,0.178420200317886,0,0,19.383641674780915,56.36788314936266,SLC8A1
GO_Biological_Process_2021,heart process (GO:0003015),1/14,0.0545840774557414,0.178420200317886,0,0,19.383641674780915,56.36788314936266,RAMP3
GO_Biological_Process_2021,calcium ion import across plasma membrane (GO:0098703),1/14,0.0545840774557414,0.178420200317886,0,0,19.383641674780915,56.36788314936266,SLC8A1
GO_Biological_Process_2021,positive regulation of leukocyte degranulation (GO:0043302),1/14,0.0545840774557414,0.178420200317886,0,0,19.383641674780915,56.36788314936266,KLRC2
GO_Biological_Process_2021,smooth muscle contraction (GO:0006939),1/14,0.0545840774557414,0.178420200317886,0,0,19.383641674780915,56.36788314936266,SLC8A1
GO_Biological_Process_2021,sodium-independent organic anion transport (GO:0043252),1/14,0.0545840774557414,0.178420200317886,0,0,19.383641674780915,56.36788314936266,SLCO2A1
GO_Biological_Process_2021,negative regulation of T cell mediated immunity (GO:0002710),1/14,0.0545840774557414,0.178420200317886,0,0,19.383641674780915,56.36788314936266,KLRC1
GO_Biological_Process_2021,membrane repolarization during action potential (GO:0086011),1/14,0.0545840774557414,0.178420200317886,0,0,19.383641674780915,56.36788314936266,KCNE1
GO_Biological_Process_2021,positive regulation of superoxide anion generation (GO:0032930),1/14,0.0545840774557414,0.178420200317886,0,0,19.383641674780915,56.36788314936266,CLEC7A
GO_Biological_Process_2021,positive regulation of T-helper cell differentiation (GO:0045624),1/14,0.0545840774557414,0.178420200317886,0,0,19.383641674780915,56.36788314936266,CD86
GO_Biological_Process_2021,defense response to protozoan (GO:0042832),1/14,0.0545840774557414,0.178420200317886,0,0,19.383641674780915,56.36788314936266,CLEC7A
GO_Biological_Process_2021,positive regulation of type 2 immune response (GO:0002830),1/14,0.0545840774557414,0.178420200317886,0,0,19.383641674780915,56.36788314936266,CD86
GO_Biological_Process_2021,potassium ion export across plasma membrane (GO:0097623),1/14,0.0545840774557414,0.178420200317886,0,0,19.383641674780915,56.36788314936266,KCNE1
GO_Biological_Process_2021,calcium ion homeostasis (GO:0055074),2/97,0.0576449281936218,0.1804555797605741,0,0,5.350877192982456,15.268476642961671,CDH5;SLC8A1
GO_Biological_Process_2021,positive regulation of cell killing (GO:0031343),1/15,0.0583683815937166,0.1804555797605741,0,0,17.998191681735985,51.13251964521233,CLEC7A
GO_Biological_Process_2021,regulation of superoxide anion generation (GO:0032928),1/15,0.0583683815937166,0.1804555797605741,0,0,17.998191681735985,51.13251964521233,CLEC7A
GO_Biological_Process_2021,negative regulation of leukocyte mediated cytotoxicity (GO:0001911),1/15,0.0583683815937166,0.1804555797605741,0,0,17.998191681735985,51.13251964521233,KLRC1
GO_Biological_Process_2021,calcium ion import into cytosol (GO:1902656),1/15,0.0583683815937166,0.1804555797605741,0,0,17.998191681735985,51.13251964521233,SLC8A1
GO_Biological_Process_2021,response to muscle stretch (GO:0035994),1/15,0.0583683815937166,0.1804555797605741,0,0,17.998191681735985,51.13251964521233,SLC8A1
GO_Biological_Process_2021,regulation of extracellular matrix organization (GO:1903053),1/15,0.0583683815937166,0.1804555797605741,0,0,17.998191681735985,51.13251964521233,AEBP1
GO_Biological_Process_2021,positive regulation of natural killer cell activation (GO:0032816),1/15,0.0583683815937166,0.1804555797605741,0,0,17.998191681735985,51.13251964521233,KLRC2
GO_Biological_Process_2021,cellular sodium ion homeostasis (GO:0006883),1/15,0.0583683815937166,0.1804555797605741,0,0,17.998191681735985,51.13251964521233,SLC8A1
GO_Biological_Process_2021,regulation of lymphocyte activation (GO:0051249),1/15,0.0583683815937166,0.1804555797605741,0,0,17.998191681735985,51.13251964521233,CLEC7A
GO_Biological_Process_2021,membrane repolarization during cardiac muscle cell action potential (GO:0086013),1/15,0.0583683815937166,0.1804555797605741,0,0,17.998191681735985,51.13251964521233,KCNE1
GO_Biological_Process_2021,peptidyl-tyrosine autophosphorylation (GO:0038083),1/15,0.0583683815937166,0.1804555797605741,0,0,17.998191681735985,51.13251964521233,ITK
GO_Biological_Process_2021,protein localization to cell-cell junction (GO:0150105),1/15,0.0583683815937166,0.1804555797605741,0,0,17.998191681735985,51.13251964521233,CDH5
GO_Biological_Process_2021,negative regulation of cell-substrate junction organization (GO:0150118),1/16,0.0621377268635967,0.1851654350714408,0,0,16.79746835443038,46.67011894145101,FAM107A
GO_Biological_Process_2021,aromatic amino acid family catabolic process (GO:0009074),1/16,0.0621377268635967,0.1851654350714408,0,0,16.79746835443038,46.67011894145101,KMO
GO_Biological_Process_2021,negative regulation of focal adhesion assembly (GO:0051895),1/16,0.0621377268635967,0.1851654350714408,0,0,16.79746835443038,46.67011894145101,FAM107A
GO_Biological_Process_2021,basement membrane organization (GO:0071711),1/16,0.0621377268635967,0.1851654350714408,0,0,16.79746835443038,46.67011894145101,RAMP2
GO_Biological_Process_2021,negative regulation of natural killer cell mediated cytotoxicity (GO:0045953),1/16,0.0621377268635967,0.1851654350714408,0,0,16.79746835443038,46.67011894145101,KLRC1
GO_Biological_Process_2021,regulation of establishment of cell polarity (GO:2000114),1/16,0.0621377268635967,0.1851654350714408,0,0,16.79746835443038,46.67011894145101,CDH5
GO_Biological_Process_2021,cellular response to corticosteroid stimulus (GO:0071384),1/16,0.0621377268635967,0.1851654350714408,0,0,16.79746835443038,46.67011894145101,FAM107A
GO_Biological_Process_2021,regulation of fatty acid oxidation (GO:0046320),1/16,0.0621377268635967,0.1851654350714408,0,0,16.79746835443038,46.67011894145101,ACADL
GO_Biological_Process_2021,membrane repolarization (GO:0086009),1/16,0.0621377268635967,0.1851654350714408,0,0,16.79746835443038,46.67011894145101,KCNE1
GO_Biological_Process_2021,cellular metal ion homeostasis (GO:0006875),2/104,0.0651487240062784,0.1887721672825158,0,0,4.981900452488688,13.60598144682079,CDH5;SLC8A1
GO_Biological_Process_2021,regulation of receptor recycling (GO:0001919),1/17,0.065892171598614,0.1887721672825158,0,0,15.746835443037977,42.82722951905598,RAMP3
GO_Biological_Process_2021,positive regulation of cytokine production involved in inflammatory response (GO:1900017),1/17,0.065892171598614,0.1887721672825158,0,0,15.746835443037977,42.82722951905598,CLEC7A
GO_Biological_Process_2021,regulation of transferase activity (GO:0051338),1/17,0.065892171598614,0.1887721672825158,0,0,15.746835443037977,42.82722951905598,LDB2
GO_Biological_Process_2021,negative regulation of fatty acid metabolic process (GO:0045922),1/17,0.065892171598614,0.1887721672825158,0,0,15.746835443037977,42.82722951905598,ACADL
GO_Biological_Process_2021,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881),1/17,0.065892171598614,0.1887721672825158,0,0,15.746835443037977,42.82722951905598,SLC8A1
GO_Biological_Process_2021,cell communication by electrical coupling involved in cardiac conduction (GO:0086064),1/17,0.065892171598614,0.1887721672825158,0,0,15.746835443037977,42.82722951905598,SLC8A1
GO_Biological_Process_2021,negative regulation of viral entry into host cell (GO:0046597),1/17,0.065892171598614,0.1887721672825158,0,0,15.746835443037977,42.82722951905598,FCN3
GO_Biological_Process_2021,membrane depolarization during cardiac muscle cell action potential (GO:0086012),1/17,0.065892171598614,0.1887721672825158,0,0,15.746835443037977,42.82722951905598,SLC8A1
GO_Biological_Process_2021,vasculature development (GO:0001944),1/17,0.065892171598614,0.1887721672825158,0,0,15.746835443037977,42.82722951905598,CDH5
GO_Biological_Process_2021,regulation of gene expression (GO:0010468),8/1079,0.0663244872124954,0.1892798827371984,0,0,1.955493308434485,5.305636838405388,BTNL9;CDH5;CLDN5;RAMP2;RAMP3;CLEC7A;CD28;SLC8A1
GO_Biological_Process_2021,positive regulation of amyloid-beta formation (GO:1902004),1/18,0.0696317739420862,0.1920698002417396,0,0,14.819806403574088,39.48788238772356,GSAP
GO_Biological_Process_2021,regulation of ventricular cardiac muscle cell membrane repolarization (GO:0060307),1/18,0.0696317739420862,0.1920698002417396,0,0,14.819806403574088,39.48788238772356,KCNE1
GO_Biological_Process_2021,response to axon injury (GO:0048678),1/18,0.0696317739420862,0.1920698002417396,0,0,14.819806403574088,39.48788238772356,FLRT3
GO_Biological_Process_2021,regulation of delayed rectifier potassium channel activity (GO:1902259),1/18,0.0696317739420862,0.1920698002417396,0,0,14.819806403574088,39.48788238772356,KCNE1
GO_Biological_Process_2021,cellular response to alkaloid (GO:0071312),1/18,0.0696317739420862,0.1920698002417396,0,0,14.819806403574088,39.48788238772356,SLC8A1
GO_Biological_Process_2021,regulation of establishment or maintenance of cell polarity (GO:0032878),1/18,0.0696317739420862,0.1920698002417396,0,0,14.819806403574088,39.48788238772356,CDH5
GO_Biological_Process_2021,cellular response to glucocorticoid stimulus (GO:0071385),1/18,0.0696317739420862,0.1920698002417396,0,0,14.819806403574088,39.48788238772356,FAM107A
GO_Biological_Process_2021,sodium ion import across plasma membrane (GO:0098719),1/18,0.0696317739420862,0.1920698002417396,0,0,14.819806403574088,39.48788238772356,SLC8A1
GO_Biological_Process_2021,ventricular cardiac muscle cell action potential (GO:0086005),1/18,0.0696317739420862,0.1920698002417396,0,0,14.819806403574088,39.48788238772356,KCNE1
GO_Biological_Process_2021,cellular divalent inorganic cation homeostasis (GO:0072503),2/111,0.0729601024306486,0.1979294222289262,0,0,4.660315219948248,12.199971382669617,CDH5;SLC8A1
GO_Biological_Process_2021,regulation of bicellular tight junction assembly (GO:2000810),1/19,0.0733565917964349,0.1979294222289262,0,0,13.9957805907173,36.56289786863212,CLDN5
GO_Biological_Process_2021,negative regulation of immune system process (GO:0002683),1/19,0.0733565917964349,0.1979294222289262,0,0,13.9957805907173,36.56289786863212,COL3A1
GO_Biological_Process_2021,regulation of cell-cell adhesion mediated by cadherin (GO:2000047),1/19,0.0733565917964349,0.1979294222289262,0,0,13.9957805907173,36.56289786863212,FOXA1
GO_Biological_Process_2021,cardiac muscle cell contraction (GO:0086003),1/19,0.0733565917964349,0.1979294222289262,0,0,13.9957805907173,36.56289786863212,KCNE1
GO_Biological_Process_2021,negative regulation of RNA metabolic process (GO:0051253),1/19,0.0733565917964349,0.1979294222289262,0,0,13.9957805907173,36.56289786863212,FCN3
GO_Biological_Process_2021,protein-containing complex subunit organization (GO:0043933),2/112,0.0740998108387345,0.1984292983184462,0,0,4.617715617715618,12.016876678890574,LPXN;CD247
GO_Biological_Process_2021,positive regulation of metabolic process (GO:0009893),2/113,0.0752452767477566,0.1984292983184462,0,0,4.575883575883576,11.837820625142038,ACADL;CLEC7A
GO_Biological_Process_2021,positive regulation of cellular component organization (GO:0051130),2/114,0.0763964372400726,0.1984292983184462,0,0,4.534798534798535,11.66268201647575,CDH5;CLEC7A
GO_Biological_Process_2021,response to lipid (GO:0033993),2/114,0.0763964372400726,0.1984292983184462,0,0,4.534798534798535,11.66268201647575,FOXA1;GATA6
GO_Biological_Process_2021,positive regulation of epithelial cell differentiation (GO:0030858),1/20,0.077066682850071,0.1984292983184462,0,0,13.258494337108594,33.982637627801715,TMEM100
GO_Biological_Process_2021,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338),1/20,0.077066682850071,0.1984292983184462,0,0,13.258494337108594,33.982637627801715,CLDN5
GO_Biological_Process_2021,cellular monovalent inorganic cation homeostasis (GO:0030004),1/20,0.077066682850071,0.1984292983184462,0,0,13.258494337108594,33.982637627801715,SLC8A1
GO_Biological_Process_2021,positive regulation of natural killer cell mediated cytotoxicity (GO:0045954),1/20,0.077066682850071,0.1984292983184462,0,0,13.258494337108594,33.982637627801715,KLRC2
GO_Biological_Process_2021,negative regulation of viral life cycle (GO:1903901),1/20,0.077066682850071,0.1984292983184462,0,0,13.258494337108594,33.982637627801715,FCN3
GO_Biological_Process_2021,regulation of lymphocyte differentiation (GO:0045619),1/20,0.077066682850071,0.1984292983184462,0,0,13.258494337108594,33.982637627801715,CD2
GO_Biological_Process_2021,dopaminergic neuron differentiation (GO:0071542),1/20,0.077066682850071,0.1984292983184462,0,0,13.258494337108594,33.982637627801715,FOXA1
GO_Biological_Process_2021,natural killer cell mediated immunity (GO:0002228),1/20,0.077066682850071,0.1984292983184462,0,0,13.258494337108594,33.982637627801715,KLRC2
GO_Biological_Process_2021,regulation of protein kinase A signaling (GO:0010738),1/20,0.077066682850071,0.1984292983184462,0,0,13.258494337108594,33.982637627801715,RAMP3
GO_Biological_Process_2021,cellular response to lectin (GO:1990858),2/115,0.0775532298010099,0.1984292983184462,0,0,4.494440662582256,11.491344277658747,KLRC2;CLEC7A
GO_Biological_Process_2021,stimulatory C-type lectin receptor signaling pathway (GO:0002223),2/115,0.0775532298010099,0.1984292983184462,0,0,4.494440662582256,11.491344277658747,KLRC2;CLEC7A
GO_Biological_Process_2021,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),4/404,0.0786610009894558,0.2000238681028132,0,0,2.568421052631579,6.5304873675311645,COL1A1;GRB7;FLRT3;ROS1
GO_Biological_Process_2021,regulation of protein-containing complex assembly (GO:0043254),2/116,0.0787155922992203,0.2000238681028132,0,0,4.454790823211876,11.32369524942074,CDH5;CLEC7A
GO_Biological_Process_2021,epithelial cell development (GO:0002064),1/21,0.0807621045750476,0.2004804373860006,0,0,12.59493670886076,31.691977077519997,ROS1
GO_Biological_Process_2021,regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882),1/21,0.0807621045750476,0.2004804373860006,0,0,12.59493670886076,31.691977077519997,SLC8A1
GO_Biological_Process_2021,calcium ion transport into cytosol (GO:0060402),1/21,0.0807621045750476,0.2004804373860006,0,0,12.59493670886076,31.691977077519997,SLC8A1
GO_Biological_Process_2021,regulation of cholesterol metabolic process (GO:0090181),1/21,0.0807621045750476,0.2004804373860006,0,0,12.59493670886076,31.691977077519997,ACADL
GO_Biological_Process_2021,cellular response to estradiol stimulus (GO:0071392),1/21,0.0807621045750476,0.2004804373860006,0,0,12.59493670886076,31.691977077519997,RAMP3
GO_Biological_Process_2021,stress granule assembly (GO:0034063),1/21,0.0807621045750476,0.2004804373860006,0,0,12.59493670886076,31.691977077519997,GRB7
GO_Biological_Process_2021,adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),2/118,0.0810567806142859,0.2004804373860006,0,0,4.377541998231654,10.999035552530463,RAMP2;RAMP3
GO_Biological_Process_2021,positive regulation of protein-containing complex assembly (GO:0031334),2/118,0.0810567806142859,0.2004804373860006,0,0,4.377541998231654,10.999035552530463,CDH5;CLEC7A
GO_Biological_Process_2021,innate immune response activating cell surface receptor signaling pathway (GO:0002220),2/119,0.082235484142353,0.2027200306764981,0,0,4.339907955292571,10.841820867266003,KLRC2;CLEC7A
GO_Biological_Process_2021,positive regulation of amyloid precursor protein catabolic process (GO:1902993),1/22,0.0844429142331597,0.2047381163905953,0,0,11.994575045207956,29.646745779715985,GSAP
GO_Biological_Process_2021,amino acid import (GO:0043090),1/22,0.0844429142331597,0.2047381163905953,0,0,11.994575045207956,29.646745779715985,SLC6A14
GO_Biological_Process_2021,regulation of cardiac muscle cell membrane repolarization (GO:0099623),1/22,0.0844429142331597,0.2047381163905953,0,0,11.994575045207956,29.646745779715985,KCNE1
GO_Biological_Process_2021,negative regulation of lipid biosynthetic process (GO:0051055),1/22,0.0844429142331597,0.2047381163905953,0,0,11.994575045207956,29.646745779715985,ACADL
GO_Biological_Process_2021,regulation of membrane protein ectodomain proteolysis (GO:0051043),1/22,0.0844429142331597,0.2047381163905953,0,0,11.994575045207956,29.646745779715985,TIMP3
GO_Biological_Process_2021,positive regulation of cell differentiation (GO:0045597),3/258,0.0847097058381573,0.2047381163905953,0,0,3.0045836516424758,7.416890138457201,COL1A1;TMEM100;LMO3
GO_Biological_Process_2021,cellular component assembly (GO:0022607),3/261,0.0869869097571056,0.2058179318204887,0,0,2.9691935971005736,7.250763739631627,FAM107A;LPXN;CD247
GO_Biological_Process_2021,cellular response to organic substance (GO:0071310),2/123,0.0870029524238827,0.2058179318204887,0,0,4.195592286501378,10.24485273187306,RAMP2;RAMP3
GO_Biological_Process_2021,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880),1/23,0.0881091688442,0.2058179318204887,0,0,11.4487917146145,27.811160725540127,SLC8A1
GO_Biological_Process_2021,regulation of steroid metabolic process (GO:0019218),1/23,0.0881091688442,0.2058179318204887,0,0,11.4487917146145,27.811160725540127,ACADL
GO_Biological_Process_2021,regulation of supramolecular fiber organization (GO:1902903),1/23,0.0881091688442,0.2058179318204887,0,0,11.4487917146145,27.811160725540127,AEBP1
GO_Biological_Process_2021,regulation of B cell receptor signaling pathway (GO:0050855),1/23,0.0881091688442,0.2058179318204887,0,0,11.4487917146145,27.811160725540127,LPXN
GO_Biological_Process_2021,blood vessel endothelial cell migration (GO:0043534),1/23,0.0881091688442,0.2058179318204887,0,0,11.4487917146145,27.811160725540127,CDH5
GO_Biological_Process_2021,negative regulation of intracellular protein transport (GO:0090317),1/23,0.0881091688442,0.2058179318204887,0,0,11.4487917146145,27.811160725540127,KCNE1
GO_Biological_Process_2021,response to nutrient levels (GO:0031667),1/23,0.0881091688442,0.2058179318204887,0,0,11.4487917146145,27.811160725540127,FAM107A
GO_Biological_Process_2021,positive regulation of natural killer cell mediated immunity (GO:0002717),1/23,0.0881091688442,0.2058179318204887,0,0,11.4487917146145,27.811160725540127,KLRC2
GO_Biological_Process_2021,regulation of tumor necrosis factor production (GO:0032680),2/124,0.0882076850659237,0.2058179318204887,0,0,4.16099201345103,10.103143209351591,CD2;CLEC7A
GO_Biological_Process_2021,regulation of phosphorylation (GO:0042325),2/125,0.0894174461100671,0.2079866614848583,0,0,4.126954346466541,9.96428146167984,CDH5;LDB2
GO_Biological_Process_2021,extracellular matrix assembly (GO:0085029),1/24,0.0917609252380958,0.210143847304528,0,0,10.950467804072646,26.155944898719028,RAMP2
GO_Biological_Process_2021,amino acid import across plasma membrane (GO:0089718),1/24,0.0917609252380958,0.210143847304528,0,0,10.950467804072646,26.155944898719028,SLC6A14
GO_Biological_Process_2021,cardiac muscle cell development (GO:0055013),1/24,0.0917609252380958,0.210143847304528,0,0,10.950467804072646,26.155944898719028,SLC8A1
GO_Biological_Process_2021,cardiac muscle cell differentiation (GO:0055007),1/24,0.0917609252380958,0.210143847304528,0,0,10.950467804072646,26.155944898719028,SLC8A1
